#timestamp,left,right,acc_x,acc_y,acc_z,roll,pitch,yaw,event
1568115632587,-208,135,-2195,1437,-16394,-77,17,0,0
1568115632596,-207,137,-2047,1499,-16358,-74,6,-4,0
1568115632609,-198,147,-2170,1432,-16334,-24,6,9,0
1568115632618,-205,142,-2121,1483,-16377,0,-30,32,0
1568115632625,-207,142,-2194,1427,-16338,-5,-22,24,0
1568115632640,-203,145,-2236,1438,-16296,41,-30,45,0
1568115632650,-214,133,-2183,1521,-16309,6,-9,44,0
1568115632656,-216,132,-2123,1554,-16256,-14,12,33,0
1568115632671,-206,142,-2124,1552,-16319,-26,60,31,0
1568115632677,-211,140,-2216,1560,-16378,-48,81,6,0
1568115632685,-217,134,-2196,1561,-16401,-63,99,-14,0
1568115632700,-213,133,-2185,1471,-16434,-82,75,1,0
1568115632708,-223,123,-2133,1511,-16451,-53,50,14,0
1568115632717,-222,124,-2072,1569,-16446,-32,35,0,0
1568115632734,-211,136,-2129,1552,-16376,-4,-16,-16,0
1568115632739,-212,138,-2148,1585,-16364,1,-14,-49,0
1568115632748,-209,143,-2126,1545,-16411,21,-30,-80,0
1568115632761,-202,148,-2117,1544,-16393,3,-24,-88,0
1568115632768,-214,140,-2125,1512,-16355,-10,-15,-115,0
1568115632785,-214,139,-2204,1516,-16344,-8,-2,-132,0
1568115632791,-203,140,-2110,1474,-16338,-2,-4,-101,0
1568115632798,-216,124,-2168,1440,-16309,1,28,-101,0
1568115632805,-220,119,-2232,1423,-16307,39,38,-43,0
1568115632823,-207,128,-2154,1403,-16236,68,70,-17,0
1568115632828,-210,125,-2239,1489,-16360,75,102,28,0
1568115632838,-210,124,-2103,1466,-16332,86,102,46,0
1568115632851,-207,128,-2075,1497,-16374,88,117,61,0
1568115632857,-212,125,-2093,1589,-16394,70,117,48,0
1568115632865,-209,129,-2079,1567,-16423,49,107,43,0
1568115632884,-203,131,-2124,1532,-16443,49,86,18,0
1568115632889,-216,121,-2120,1509,-16474,41,59,1,0
1568115632900,-219,121,-2096,1459,-16450,71,14,-13,0
1568115632910,-217,122,-2117,1449,-16418,79,-2,-15,0
1568115632918,-225,120,-2121,1474,-16335,79,-24,-12,0
1568115632925,-224,121,-2173,1409,-16330,110,-4,16,0
1568115632941,-211,128,-2159,1425,-16315,124,2,25,0
1568115632955,-215,126,-2147,1414,-16355,104,16,43,0
1568115632956,-212,131,-2185,1430,-16353,82,29,81,0
1568115632970,-199,143,-2131,1408,-16321,59,47,95,0
1568115632982,-202,143,-2145,1426,-16352,39,42,110,0
1568115632987,-204,138,-2115,1465,-16376,15,36,108,0
1568115633005,-200,140,-2069,1475,-16384,0,23,98,0
1568115633008,-212,131,-2135,1467,-16377,4,25,53,0
1568115633017,-216,128,-2158,1481,-16394,-6,13,30,0
1568115633033,-211,129,-2119,1479,-16344,4,26,25,0
1568115633037,-212,130,-2160,1473,-16358,2,23,-10,0
1568115633045,-212,134,-2184,1405,-16389,10,7,-16,0
1568115633060,-207,137,-2096,1446,-16348,-10,11,-12,0
1568115633067,-215,134,-2083,1486,-16393,-43,11,-7,0
1568115633076,-208,138,-2165,1445,-16400,-52,5,9,0
1568115633090,-192,149,-2088,1458,-16376,-70,8,23,0
1568115633097,-195,146,-2115,1448,-16373,-74,3,29,0
1568115633105,-205,135,-2139,1528,-16405,-54,9,29,0
1568115633120,-210,128,-2122,1519,-16377,-43,2,33,0
1568115633127,-218,121,-2155,1518,-16353,-21,-11,38,0
1568115633135,-214,126,-2085,1482,-16351,-23,15,33,0
1568115633150,-204,133,-2138,1583,-16311,-9,26,32,0
1568115633157,-205,132,-2144,1558,-16323,-22,24,17,0
1568115633167,-202,133,-2115,1532,-16345,-8,57,23,0
1568115633181,-193,138,-2111,1447,-16377,-25,48,23,0
1568115633187,-205,128,-2204,1459,-16400,16,41,18,0
1568115633195,-207,129,-2140,1448,-16379,18,33,29,0
1568115633211,-205,129,-2125,1471,-16382,34,25,33,0
1568115633217,-213,123,-2066,1524,-16482,51,4,25,0
1568115633225,-213,123,-2107,1488,-16371,51,-20,19,0
1568115633240,-199,133,-2092,1526,-16352,54,-23,20,0
1568115633248,-197,134,-2166,1423,-16353,51,-16,12,0
1568115633256,-200,132,-2055,1387,-16329,97,-23,29,0
1568115633271,-200,132,-2060,1425,-16346,117,-13,61,0
1568115633279,-211,123,-2144,1454,-16358,106,-6,78,0
1568115633285,-211,119,-2125,1513,-16397,96,30,78,0
1568115633300,-202,122,-2081,1489,-16405,75,11,61,0
1568115633308,-205,117,-2065,1472,-16404,52,22,28,0
1568115633317,-210,112,-2128,1483,-16409,17,54,-9,0
1568115633338,-207,120,-2131,1501,-16442,0,47,-11,0
1568115633340,-210,119,-2140,1475,-16469,-7,37,-40,0
1568115633345,-204,127,-2175,1527,-16429,-10,-1,-46,0
1568115633360,-195,136,-2214,1496,-16355,-14,-24,-30,0
1568115633368,-208,127,-2117,1454,-16330,-31,-36,-42,0
1568115633375,-211,128,-2074,1504,-16265,-19,-44,-29,0
1568115633390,-202,131,-2197,1393,-16253,-22,2,-10,0
1568115633398,-207,126,-2137,1415,-16277,-11,12,16,0
1568115633406,-205,127,-2201,1400,-16323,18,10,34,0
1568115633420,-197,136,-2181,1401,-16289,47,32,73,0
1568115633432,-205,131,-2152,1427,-16350,71,42,102,0
1568115633435,-198,138,-2162,1500,-16333,61,44,107,0
1568115633450,-189,147,-2134,1507,-16375,75,78,98,0
1568115633457,-196,140,-2170,1531,-16407,57,76,60,0
1568115633466,-199,136,-2068,1517,-16421,45,79,26,0
1568115633482,-194,139,-2172,1497,-16435,28,78,-4,0
1568115633488,-203,130,-2083,1459,-16409,28,96,-30,0
1568115633497,-204,127,-2053,1374,-16375,30,83,-41,0
1568115633512,-201,131,-2068,1419,-16409,34,84,-50,0
1568115633517,-210,120,-2178,1449,-16410,19,99,-63,0
1568115633533,-205,122,-2117,1477,-16416,24,77,-74,0
1568115633540,-188,137,-2136,1443,-16422,-1,64,-66,0
1568115633550,-190,136,-2080,1420,-16390,9,34,-31,0
1568115633555,-184,145,-2129,1406,-16345,1,18,-34,0
1568115633570,-177,155,-2021,1398,-16278,-11,23,-14,0
1568115633579,-196,138,-2117,1420,-16280,2,26,13,0
1568115633585,-204,129,-2075,1412,-16274,-18,55,11,0
1568115633601,-197,138,-2196,1401,-16331,-45,83,0,0
1568115633607,-202,138,-2121,1497,-16382,-35,89,0,0
1568115633617,-197,141,-2132,1481,-16434,-30,75,0,0
1568115633630,-185,150,-2042,1532,-16537,-45,49,-15,0
1568115633637,-192,141,-2089,1527,-16440,-44,17,-41,0
1568115633645,-195,139,-2068,1556,-16449,-39,-15,-49,0
1568115633664,-190,145,-2017,1490,-16376,-48,-39,-58,0
1568115633667,-200,134,-2047,1442,-16358,-54,-19,-48,0
1568115633676,-204,130,-2086,1433,-16371,-42,-48,-69,0
1568115633690,-200,136,-2172,1383,-16388,-55,-34,-48,0
1568115633700,-203,136,-2106,1401,-16321,-55,-9,-26,0
1568115633705,-201,142,-2096,1467,-16349,-61,6,4,0
1568115633720,-191,152,-2076,1421,-16363,-47,23,15,0
1568115633728,-202,141,-2189,1495,-16357,-29,43,32,0
1568115633735,-206,132,-2153,1552,-16354,-25,62,48,0
1568115633750,-200,137,-2100,1530,-16336,-22,71,36,0
1568115633762,-204,133,-2104,1518,-16433,-11,62,23,0
1568115633765,-202,133,-2101,1479,-16446,5,49,-5,0
1568115633781,-193,141,-2055,1498,-16366,27,36,8,0
1568115633787,-203,134,-2084,1435,-16433,41,8,0,0
1568115633796,-206,134,-2041,1407,-16386,20,-9,4,0
1568115633810,-197,142,-2093,1392,-16381,23,-6,18,0
1568115633818,-206,136,-2084,1422,-16322,30,-4,52,0
1568115633825,-206,138,-2122,1437,-16399,50,-17,54,0
1568115633841,-201,143,-2130,1432,-16350,59,-9,71,0
1568115633848,-210,134,-2153,1483,-16390,60,10,67,0
1568115633855,-205,139,-2157,1459,-16332,67,16,77,0
1568115633869,-192,147,-2069,1477,-16375,65,29,78,0
1568115633878,-198,140,-2052,1428,-16382,56,22,72,0
1568115633885,-200,138,-2071,1453,-16357,42,23,60,0
1568115633900,-194,145,-2110,1466,-16421,32,1,67,0
1568115633907,-200,141,-2155,1432,-16443,22,-17,77,0
1568115633914,-197,144,-2060,1428,-16417,20,-26,83,0
1568115633929,-190,147,-2108,1442,-16403,-1,-38,71,0
1568115633937,-204,134,-2051,1438,-16380,-19,-53,65,0
1568115633945,-206,134,-2061,1525,-16407,-23,-61,63,0
1568115633959,-193,145,-2127,1527,-16348,-22,-36,50,0
